caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,administrativeFeasibility,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,weakPublicMandatePassage,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,administrativeCost,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes,interChamberConflictRate,secondChamberKillRate,conferenceRate,conferenceSuccessRate,routingDelayCost,shuttleRoundsToAgreement,suspensiveOverrideRate,bicameralDeadlockRate,dischargePetitionRate,committeeOverrideRate,committeeHearingRate,committeeQueueDelay,committeeAmendmentValueAdded,populationSeatDistortion,democraticResponsiveness,seatVoteDistortion,constituencyServiceConcentration,regionalTransferBias,malapportionmentIndex,smallConstituencyVetoRate,populationSupportedButBlockedRate,firstMoverWinRate,amendmentSurvivalRate,mediatorAddedTextShare,upperHouseAmendmentRetentionRate,suspensiveDelayUseRate,committeeAgendaConcentration,committeeCaptureIndex,committeeExpertiseScore,minorityCommitteeAccessRate,committeeFalsePositiveRate,committeeFalseNegativeRate,reportedBillSponsorDiversity,oppositionAmendmentSuccessRate,hearingDiversity,auditFollowThroughRate,scandalDetectionRate,appointmentCaptureRisk,eligibilityExclusionRate,expertiseRepresentationGap,constituencyAccountability,selectorCaptureIndex,legislatorExperienceStock,electoralResponsiveness,turnoverOutsideInfluenceShift,candidatePoolDiversity,contestedSeatRate,vacancyRate,renewalStaggeringIndex,nearTermRenewalShare,recusalRate,conflictDisclosureRate,revolvingDoorTransitionRate,sponsorIndustryAlignment,exAnteReviewRate,reviewDelay,exPostInvalidationRate,draftingErrorRate,referralPartisanSkew,forecastError,publicationCompliance,informationRequestFulfillment,institutionOverrideFrequency,oppositionTrustProxy,independenceInsulationScore,quietCaptureRisk
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-minority-hearing-majority,Committee minority-hearing rights,4800,60.000,792,9.900,12.213,0.664,0.630,0.936,0.923,0.165,0.204,0.623,0.743,0.103,0.310,0.835,0.000,0.796,0.000,0.000,0.016,0.538,0.044,0.218,0.134,0.836,0.653,0.206,0.000,0.000,0.000,0.164,0.077,0.165,0.007,0.038,0.029,0.035,0.641,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.198,0.123,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.046,0.234,0.373,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.266,0.047,0.580,0.234,0.068,0.000,0.000,0.045,0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-amendment-majority,Committee amendment and revision power,4800,60.000,728,9.100,10.712,0.664,0.637,0.943,0.924,0.152,0.179,0.627,0.755,0.095,0.321,0.848,0.000,0.821,0.000,0.000,0.005,0.557,0.039,0.213,0.114,0.837,0.667,0.172,0.000,0.000,0.000,0.163,0.076,0.163,0.007,0.035,0.014,0.031,0.647,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.191,0.114,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.018,0.135,0.398,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.322,0.047,0.580,0.135,0.074,0.000,0.000,0.040,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,minority-veto-committee-majority,Majority + minority-veto committee seat,4800,60.000,989,12.363,17.763,0.662,0.599,0.900,0.944,0.206,0.296,0.611,0.682,0.126,0.270,0.794,0.000,0.704,0.000,0.000,0.130,0.523,0.061,0.235,0.218,0.852,0.568,0.390,0.000,0.000,0.000,0.148,0.056,0.000,0.000,0.076,0.082,0.000,0.579,0.000,0.000,0.000,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.162,0.141,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,mixed-citizen-committee-majority,Majority + mixed legislator-citizen committee,4800,60.000,936,11.700,13.625,0.665,0.620,0.929,0.916,0.195,0.227,0.619,0.705,0.121,0.303,0.805,0.000,0.773,0.000,0.000,0.061,0.497,0.055,0.230,0.152,0.849,0.682,0.240,0.000,0.000,0.000,0.151,0.084,0.212,0.011,0.038,0.020,0.057,0.623,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.137,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.020,0.207,0.401,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.231,0.047,0.620,0.207,0.069,0.000,0.000,0.069,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-priority-queue-majority,Committee priority queue,4800,60.000,1081,13.513,17.300,0.667,0.613,0.920,0.911,0.225,0.288,0.617,0.696,0.139,0.287,0.775,0.000,0.712,0.000,0.000,0.059,0.429,0.070,0.256,0.176,0.850,0.687,0.286,0.000,0.000,0.000,0.150,0.089,0.237,0.013,0.045,0.046,0.064,0.614,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.157,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.067,0.207,0.337,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.037,0.680,0.207,0.053,0.000,0.000,0.086,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-veto-player-majority,Committee veto player,4800,60.000,587,7.338,7.875,0.661,0.646,0.946,0.930,0.122,0.131,0.632,0.769,0.077,0.337,0.878,0.000,0.869,0.000,0.000,0.009,0.645,0.030,0.197,0.096,0.827,0.558,0.146,0.000,0.000,0.000,0.173,0.070,0.128,0.005,0.029,0.011,0.022,0.662,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.212,0.094,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.004,0.207,0.462,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.418,0.072,0.540,0.207,0.106,0.000,0.000,0.031,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-fast-track-certifier-majority,Committee fast-track certifier,4800,60.000,1412,17.650,28.575,0.668,0.594,0.909,0.874,0.294,0.476,0.604,0.664,0.178,0.253,0.706,0.000,0.524,0.000,0.000,0.085,0.320,0.102,0.287,0.189,0.863,0.787,0.317,0.000,0.000,0.000,0.137,0.126,0.473,0.020,0.051,0.073,0.164,0.587,0.000,0.000,0.000,0.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.124,0.195,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.006,0.207,0.294,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,0.032,0.760,0.207,0.003,0.000,0.000,0.000,0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-scrutiny-audit-majority,Committee scrutiny and audit,4800,60.000,949,11.863,13.488,0.668,0.625,0.936,0.914,0.198,0.225,0.622,0.710,0.123,0.314,0.802,0.000,0.775,0.000,0.000,0.023,0.463,0.054,0.220,0.156,0.845,0.682,0.247,0.000,0.000,0.000,0.155,0.086,0.224,0.015,0.035,0.008,0.063,0.634,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.174,0.140,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.207,0.402,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.162,0.025,0.740,0.207,0.062,0.000,0.000,0.082,0.170,0.499,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-public-accounts-majority,Public-accounts committee,4800,60.000,1014,12.675,14.675,0.668,0.618,0.930,0.911,0.211,0.245,0.619,0.702,0.131,0.299,0.789,0.000,0.755,0.000,0.000,0.039,0.439,0.060,0.234,0.166,0.847,0.700,0.267,0.000,0.000,0.000,0.153,0.089,0.245,0.017,0.039,0.017,0.073,0.625,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.172,0.148,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.207,0.382,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.076,0.023,0.720,0.207,0.060,0.000,0.000,0.096,0.177,0.475,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-legal-drafting-majority,Legal and drafting-quality committee,4800,60.000,1126,14.075,16.275,0.672,0.618,0.929,0.907,0.235,0.271,0.620,0.691,0.145,0.304,0.765,0.000,0.729,0.000,0.000,0.049,0.385,0.067,0.236,0.174,0.856,0.734,0.287,0.000,0.000,0.000,0.144,0.093,0.268,0.024,0.038,0.013,0.083,0.621,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.162,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.005,0.207,0.365,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.019,0.820,0.207,0.052,0.000,0.000,0.117,0.177,0.628,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,committee-discharge-target-majority,Committee discharge-petition target,4800,60.000,868,10.850,12.400,0.665,0.626,0.933,0.919,0.181,0.207,0.623,0.718,0.113,0.315,0.819,0.000,0.793,0.000,0.000,0.035,0.522,0.049,0.221,0.150,0.845,0.638,0.235,0.000,0.000,0.000,0.155,0.081,0.195,0.010,0.039,0.021,0.051,0.630,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.186,0.130,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.014,0.207,0.441,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.038,0.640,0.207,0.073,0.000,0.000,0.065,0.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,eligibility-expertise-majority,Expertise eligibility filter,4800,60.000,1415,17.688,60.000,0.669,0.578,0.874,0.930,0.295,1.000,0.610,0.650,0.180,0.238,0.705,0.000,0.000,0.000,0.000,0.187,0.404,0.113,0.317,0.211,0.825,0.742,0.393,0.000,0.000,0.000,0.175,0.070,0.000,0.000,0.084,0.135,0.000,0.568,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.192,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.373,0.019,0.630,0.099,0.458,0.630,0.063,1.000,0.774,0.035,0.500,0.335,0.000,0.345,0.424,0.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,appointment-retention-majority,Appointment and retention eligibility filter,4800,60.000,1562,19.525,60.000,0.673,0.574,0.861,0.930,0.325,1.000,0.629,0.628,0.205,0.228,0.675,0.000,0.000,0.000,0.000,0.221,0.378,0.132,0.319,0.227,0.830,0.705,0.444,0.000,0.000,0.000,0.170,0.070,0.000,0.000,0.094,0.178,0.000,0.557,0.000,0.000,0.000,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.204,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.814,0.693,0.075,0.003,0.459,0.586,0.003,0.030,0.988,0.003,0.353,0.497,0.373,0.000,0.470,0.343,0.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,recusal-cooling-off-majority,Recusal and cooling-off eligibility filter,4800,60.000,1575,19.688,60.000,0.672,0.571,0.859,0.930,0.328,1.000,0.621,0.626,0.204,0.224,0.672,0.000,0.000,0.000,0.000,0.223,0.366,0.136,0.335,0.223,0.831,0.720,0.428,0.000,0.000,0.000,0.169,0.070,0.000,0.000,0.095,0.183,0.000,0.554,0.000,0.000,0.000,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.205,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.693,0.069,0.663,0.126,0.459,0.663,0.052,0.988,0.651,0.369,0.500,0.327,0.088,1.000,0.163,0.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,exante-advisory-majority,Ex ante advisory review,4800,60.000,1499,18.738,60.000,0.673,0.578,0.871,0.930,0.312,1.000,0.601,0.663,0.188,0.238,0.688,0.000,0.000,0.000,0.000,0.190,0.371,0.118,0.304,0.216,0.825,0.772,0.397,0.000,0.000,0.000,0.175,0.070,0.000,0.000,0.087,0.152,0.000,0.562,0.000,0.000,0.000,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.207,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.105,0.190,0.152,0.151,0.291,0.720,0.383,0.000,0.426,0.551,0.506
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,exante-clearance-majority,Mandatory ex ante legal clearance,4800,60.000,1421,17.763,56.725,0.671,0.578,0.877,0.934,0.296,0.945,0.603,0.652,0.179,0.236,0.704,0.055,0.000,0.000,0.000,0.170,0.393,0.112,0.305,0.218,0.827,0.734,0.401,0.000,0.000,0.000,0.173,0.066,0.000,0.000,0.083,0.135,0.000,0.570,0.000,0.000,0.000,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.193,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.409,0.086,0.228,0.201,0.151,0.291,0.720,0.383,0.000,0.426,0.551,0.506
era-3-polarizing,Era 3 Polarizing,"Stylized rising-contention legislature with stronger ideological clustering, party loyalty, and lobbying pressure.",1.000,independent-insulation-majority,Independent fiscal/electoral/audit insulation bundle,4800,60.000,1489,18.613,60.000,0.671,0.577,0.868,0.930,0.310,1.000,0.601,0.661,0.187,0.237,0.690,0.000,0.000,0.000,0.000,0.193,0.379,0.119,0.310,0.224,0.828,0.744,0.417,0.000,0.000,0.000,0.172,0.070,0.000,0.000,0.089,0.163,0.000,0.559,0.000,0.000,0.000,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.205,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.744,0.063,0.125,0.120,0.151,0.146,0.840,0.636,0.000,0.728,0.789,0.172
era-4-high-contention,Era 4 High Contention,"Stylized high-contention legislature with more proposal pressure, higher polarization, and weaker compromise culture.",1.000,simple-majority,Unicameral simple majority,6000,75.000,1304,16.300,75.000,0.648,0.568,0.876,0.930,0.217,1.000,0.585,0.648,0.127,0.236,0.783,0.000,0.000,0.000,0.000,0.176,0.529,0.082,0.301,0.256,0.812,0.576,0.487,0.000,0.000,0.000,0.188,0.070,0.000,0.000,0.088,0.088,0.000,0.560,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.141,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
era-4-high-contention,Era 4 High Contention,"Stylized high-contention legislature with more proposal pressure, higher polarization, and weaker compromise culture.",1.000,bicameral-majority,Bicameral simple majority,6000,75.000,824,10.300,75.000,0.642,0.598,0.901,0.930,0.137,1.000,0.612,0.675,0.084,0.286,0.863,0.000,0.000,0.000,0.000,0.102,0.666,0.039,0.211,0.253,0.818,0.370,0.469,0.000,0.000,0.000,0.182,0.070,0.000,0.000,0.075,0.059,0.000,0.599,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.093,0,0,0.124,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
