triage_rank,source_scan_rank,lineage_review_rank,bill_id,public_law_number,target_reference,target_reference_type,candidate_snippet_count,amendment_snippet_count,repeal_snippet_count,redesignation_snippet_count,incomplete_fragment_count,example_snippets,govinfo_text_url,codification_review_status,lineage_evidence_status,evidence_layers,missing_links,next_review_action,claim_boundary
34,3,3,117-hr-6833,117-180,15 USC 657f,direct_us_code_reference,1,0,0,0,0,required by section 36 of the Small Business Act (15 U.S.C. 657f) and,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
35,3,3,117-hr-6833,117-180,15 USC 683(b),direct_us_code_reference,1,0,0,0,0,Investment Act of 1958 (15 U.S.C. 683(b)).,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
36,3,3,117-hr-6833,117-180,15 USC 697,direct_us_code_reference,1,0,0,0,0,"Investment Act of 1958 (15 U.S.C. 697), and for commitments to guarantee",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
37,3,3,117-hr-6833,117-180,18 USC 1 note,direct_us_code_reference,1,0,0,0,0,(a) <<NOTE: 18 USC 1 note.>> Short Title.--This section may be,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
38,3,3,117-hr-6833,117-180,18 USC 3014(a),title_code_section_phrase,1,1,0,0,0,"Section 3014(a) of title 18, United States Code, is amended, in the matter preceding paragraph (1), by striking ``September 30, 2022'' and",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
39,3,3,117-hr-6833,117-180,22 USC 2318(a)(1),direct_us_code_reference,1,0,0,0,0,"section 506(a)(1) of the Foreign Assistance Act of 1961 (22 U.S.C. 2318(a)(1)) shall be applied by substituting ``$3,700,000,000'' for",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
40,3,3,117-hr-6833,117-180,22 USC 2412,direct_us_code_reference,1,0,0,0,0,"expended notwithstanding section 10 of Public Law 91-672 (22 U.S.C. 2412), section 15 of the State Department Basic Authorities Act of 1956",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
41,3,3,117-hr-6833,117-180,22 USC 2680,direct_us_code_reference,1,0,0,0,0,"(22 U.S.C. 2680), section 313 of the Foreign Relations Authorization",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
42,3,3,117-hr-6833,117-180,22 USC 6212,direct_us_code_reference,1,0,0,0,0,"Act, Fiscal Years 1994 and 1995 (22 U.S.C. 6212), and section 504(a)(1)",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
43,3,3,117-hr-6833,117-180,31 USC 1513,title_code_section_phrase,1,0,0,0,0,"in section 1513 of title 31, United States Code, but nothing in this Act",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
44,3,3,117-hr-6833,117-180,42 USC 1395ww(d)(12),direct_us_code_reference,1,1,0,0,0,"Social Security Act (42 U.S.C. 1395ww(d)(12)) is amended-- (1) in subparagraph (B), in the matter preceding clause (i),",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
45,3,3,117-hr-6833,117-180,42 USC 1437f note,direct_us_code_reference,1,0,0,0,0,Affordability Act of 1997 (42 U.S.C. 1437f note) shall be applied by,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
46,3,3,117-hr-6833,117-180,42 USC 4016(a),direct_us_code_reference,1,0,0,0,0,the National Flood Insurance Act of 1968 (42 U.S.C. 4016(a) and 4026),https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
47,3,3,117-hr-6833,117-180,42 USC 5121,direct_us_code_reference,1,0,0,0,0,Stafford Disaster Relief and Emergency Assistance Act (42 U.S.C. 5121 et,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
48,3,3,117-hr-6833,117-180,42 USC 5305(a),direct_us_code_reference,1,0,0,0,0,"Act of 1974 (42 U.S.C. 5305(a)): Provided further, That such amount is",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
49,3,3,117-hr-6833,117-180,42 USC 8621,direct_us_code_reference,1,0,0,0,0,"Assistance Act of 1981 (42 U.S.C. 8621 et seq.): Provided, That of the",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
50,3,3,117-hr-6833,117-180,43 USC 2214(c),direct_us_code_reference,1,0,0,0,0,Reclamation States Emergency Drought Relief Act of 1991 (43 U.S.C. 2214(c)) shall be applied by substituting ``2023'' for ``2022''.,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
51,3,3,117-hr-6833,117-180,43 USC 2241,direct_us_code_reference,1,0,0,0,0,Reclamation States Emergency Drought Relief Act of 1991 (43 U.S.C. 2241),https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
52,3,3,117-hr-6833,117-180,47 USC 309(j)(11),direct_us_code_reference,1,1,0,0,0,"Section 309(j)(11) of the Communications Act of 1934 (47 U.S.C. 309(j)(11)) is amended by striking ``September 30, 2022'' and inserting",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
53,3,3,117-hr-6833,117-180,50 USC 3094(a)(1),direct_us_code_reference,1,0,0,0,0,of the National Security Act of 1947 (50 U.S.C. 3094(a)(1)).,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
54,3,3,117-hr-6833,117-180,6 USC 124n(i),direct_us_code_reference,1,0,0,0,0,the Homeland Security Act of 2002 (6 U.S.C. 124n(i)) shall be applied by,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
55,3,3,117-hr-6833,117-180,6 USC 348(b)(13),direct_us_code_reference,1,0,0,0,0,Homeland Security Act of 2002 (6 U.S.C. 348(b)(13)) shall be applied by,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
56,3,3,117-hr-6833,117-180,6 USC 383(a),direct_us_code_reference,1,0,0,0,0,"this Act, section 822(a) of the Homeland Security Act of 2002 (6 U.S.C. 383(a)) shall be applied by substituting ``2023'' for ``2022''.",https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
57,3,3,117-hr-6833,117-180,7 USC 1635 note,direct_us_code_reference,1,0,0,0,0,Mandatory Reporting Act of 1999 (7 U.S.C. 1635 note,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
58,3,3,117-hr-6833,117-180,7 USC 1636i,direct_us_code_reference,1,0,0,0,0,Marketing Act of 1946 (7 U.S.C. 1636i) and section 942 of the Livestock,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
59,3,3,117-hr-6833,117-180,7 USC 1922,direct_us_code_reference,1,0,0,0,0,authorized by 7 U.S.C. 1922 et seq.,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
60,3,3,117-hr-6833,117-180,7 USC 2008s,direct_us_code_reference,1,0,0,0,0,Rural Development Act (7 U.S.C. 2008s).,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
61,4,4,117-hr-7776,117-263,10 USC 101 note,direct_us_code_reference,2,0,0,0,0,(b) <<NOTE: 10 USC 101 note.>> References.--Any reference in this || SEC. 3. <<NOTE: 10 USC 101 note.>> CONGRESSIONAL DEFENSE,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
62,4,4,117-hr-7776,117-263,10 USC 4251(d),title_code_section_phrase,2,0,0,0,0,"section 4251(d) of title 10, United States Code. || in section 4251(d) of title 10, United States Code) for the program:",https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
63,4,4,117-hr-7776,117-263,10 USC 8696,direct_us_code_reference,2,1,0,0,0,amended by adding at the end the following new section: ``SEC. 8696. <<NOTE: 10 USC 8696.>> NAVY SHIPBUILDING WORKFORCE || ``SEC. 8696. <<NOTE: 10 USC 8696.>> NAVY SHIPBUILDING WORKFORCE,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
64,4,4,117-hr-7776,117-263,10 USC 3201,title_code_section_phrase,1,0,0,0,0,"specified in section 3201 of title 10, United States Code, the Secretary",https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
65,4,4,117-hr-7776,117-263,10 USC 4211,title_code_section_phrase,1,0,0,0,0,"meaning given in section 4211 of title 10, United States Code.",https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
66,4,4,117-hr-7776,117-263,10 USC 8661,direct_us_code_prec_reference,1,1,0,0,0,chapter 863 of such title <<NOTE: 10 USC prec. 8661.>> is amended by adding at the end the following new item:,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
67,4,4,117-hr-7776,117-263,10 USC 8696 note,direct_us_code_reference,1,0,0,0,0,(c) <<NOTE: 10 USC 8696 note.>> Applicability.--Section 8696 of,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
68,4,4,117-hr-7776,117-263,10 USC 9062(j),title_code_section_phrase,1,1,0,0,0,"Aircraft.--Section 9062(j) of title 10, United States Code, is amended-- (1) by striking ``effective October 1, 2019,''",https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
