caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cost,Default pass + proposal costs,4800,60.000,2312,28.900,30.275,0.482,0.505,0.510,0.474,0.246,0.035,0.518,0.495,0.000,0.000,0.490,0.476,0.591,1.107,0.274,0.784,0.412,0.657,0.000,0.000,0.000,0.216,0.000,0.000,0.185,0.532,0.000,0.370,0.000,0.000,0.000,0.591,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.228,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cost-public-waiver,Default pass + proposal costs + public waiver,4800,60.000,2608,32.600,34.275,0.543,0.571,0.522,0.499,0.283,0.056,0.457,0.429,0.000,0.000,0.467,0.320,0.607,0.994,0.251,0.787,0.658,0.584,0.000,0.000,0.000,0.213,0.000,0.000,0.171,0.562,0.000,0.400,0.000,0.000,0.000,0.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.106,0.271,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cost-lobby-surcharge,Default pass + lobby-surcharge proposal costs,4800,60.000,2521,31.513,33.175,0.525,0.553,0.526,0.529,0.276,0.073,0.475,0.447,0.000,0.000,0.462,0.295,0.557,0.939,0.189,0.790,0.862,0.393,0.000,0.000,0.000,0.210,0.000,0.000,0.152,0.438,0.000,0.422,0.000,0.000,0.000,0.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,0.278,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-member-quota,Default pass + member proposal quota,4800,60.000,3991,49.888,59.550,0.831,0.993,0.533,0.498,0.443,0.109,0.169,0.008,0.000,0.000,0.446,0.033,0.665,0.664,0.256,0.799,0.992,0.587,0.000,0.000,0.000,0.201,0.000,0.000,0.166,0.785,0.000,0.398,0.000,0.000,0.000,0.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.414,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,4800,60.000,1963,24.538,28.000,0.409,0.467,0.538,0.549,0.220,0.123,0.591,0.533,0.000,0.000,0.425,0.418,0.302,0.611,0.225,0.808,0.672,0.462,0.000,0.000,0.000,0.192,0.000,0.000,0.136,0.310,0.000,0.450,0.000,0.000,0.000,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.225,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-public-objection,Default pass + public objection window,4800,60.000,2138,26.725,60.000,0.445,1.000,0.561,0.595,0.250,0.173,0.555,0.000,0.000,0.000,0.253,0.221,0.218,0.387,0.207,0.807,0.946,0.397,0.000,0.000,0.000,0.193,0.000,0.000,0.103,0.237,0.000,0.511,0.000,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.265,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,bicameral-majority,Bicameral simple majority,4800,60.000,838,10.475,60.000,0.175,1.000,0.623,0.667,0.109,0.275,0.825,0.000,0.000,0.000,0.000,0.603,0.052,0.232,0.213,0.822,0.503,0.386,0.000,0.000,0.000,0.178,0.000,0.000,0.073,0.091,0.000,0.600,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.116,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,presidential-veto,Bicameral majority + presidential veto,4800,60.000,551,6.888,60.000,0.115,1.000,0.630,0.697,0.072,0.296,0.885,0.000,0.000,0.000,0.000,0.724,0.034,0.232,0.207,0.823,0.359,0.365,0.000,0.000,0.000,0.177,0.000,0.000,0.069,0.054,0.000,0.619,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.080,279,4
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,4800,60.000,1020,12.750,60.000,0.213,1.000,0.581,0.660,0.123,0.242,0.788,0.000,0.000,0.000,0.000,0.504,0.079,0.299,0.203,0.805,0.635,0.374,0.000,0.000,0.000,0.195,0.000,0.000,0.078,0.075,0.000,0.577,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.140,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,4800,60.000,271,3.388,60.000,0.056,1.000,0.652,0.735,0.037,0.390,0.944,0.000,0.000,0.000,0.000,0.835,0.010,0.118,0.203,0.797,0.189,0.347,0.000,0.000,0.000,0.203,0.000,0.000,0.047,0.013,0.000,0.680,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.041,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,4800,60.000,3955,49.438,60.000,0.824,1.000,0.521,0.496,0.430,0.103,0.176,0.000,0.000,0.000,0.479,0.033,0.669,0.678,0.250,0.800,0.990,0.565,0.000,0.000,0.000,0.200,0.000,0.000,0.164,0.736,0.000,0.392,0.000,0.000,0.000,0.669,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.409,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-constituent-public-will,Default pass + constituent public will,4800,60.000,3928,49.100,60.000,0.818,1.000,0.516,0.493,0.422,0.103,0.182,0.000,0.000,0.000,0.491,0.006,0.662,0.679,0.252,0.887,0.995,0.569,0.000,0.000,0.000,0.113,0.000,0.000,0.154,0.701,0.000,0.380,0.000,0.000,0.000,0.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.281,0.426,0.000,0.000,0.000,0.000,0.000,0.084,0.404,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,4800,60.000,1798,22.475,60.000,0.375,1.000,0.539,0.642,0.202,0.169,0.625,0.000,0.000,0.000,0.305,0.016,0.214,0.472,0.193,0.852,0.971,0.340,0.000,0.000,0.000,0.148,0.000,0.000,0.101,0.141,0.000,0.524,0.000,0.000,0.000,0.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.289,0.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.278,0.396,0.000,0.000,0.000,0.000,0.000,0.084,0.241,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-proposal-bonds,Default pass + proposal bonds,4800,60.000,3942,49.275,59.775,0.821,0.996,0.521,0.497,0.428,0.102,0.179,0.004,0.000,0.000,0.487,0.030,0.669,0.680,0.250,0.800,0.987,0.564,0.000,0.000,0.000,0.200,0.000,0.000,0.164,0.729,0.000,0.394,0.000,0.000,0.000,0.669,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.521,0.000,0.084,0.408,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-proposal-bonds-challenge,Default pass + proposal bonds + challenge,4800,60.000,2691,33.638,59.800,0.561,0.997,0.510,0.518,0.286,0.128,0.439,0.003,0.000,0.500,0.424,0.267,0.366,0.535,0.240,0.806,0.856,0.533,0.000,0.000,0.000,0.194,0.000,0.000,0.154,0.462,0.000,0.409,0.000,0.000,0.000,0.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.365,0.335,0.000,0.000,0.000,0.000,0.000,0.000,0.502,0.000,0.084,0.290,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc-credit-discount,Default pass + cross-bloc credit discount,4800,60.000,1076,13.450,13.450,0.224,0.224,0.574,0.707,0.129,0.252,0.776,0.776,0.000,0.000,0.205,0.417,0.073,0.253,0.147,0.763,0.858,0.245,0.000,0.000,0.000,0.237,0.000,0.000,0.043,0.044,0.000,0.640,0.000,0.000,0.000,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.224,0.225,3.656,0.000,0.000,0.180,0.159,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-affected-sponsor-gate,Default pass + affected-group sponsor gate,4800,60.000,786,9.825,9.825,0.164,0.164,0.584,0.737,0.096,0.274,0.836,0.836,0.000,0.000,0.149,0.530,0.048,0.226,0.131,0.744,0.732,0.216,0.000,0.000,0.000,0.256,0.000,0.000,0.029,0.022,0.000,0.675,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.164,0.201,2.755,0.000,0.000,0.210,0.121,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-multiround-mediation,Default pass + multi-round mediation,4800,60.000,4521,56.513,60.000,0.942,1.000,0.510,0.449,0.480,0.188,0.058,0.000,0.000,0.000,0.470,0.026,0.398,0.380,0.258,0.820,0.995,0.676,0.000,0.000,0.000,0.180,0.725,0.280,0.117,0.795,0.234,0.423,0.000,0.000,0.000,0.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.423,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,4800,60.000,3276,40.950,60.000,0.683,1.000,0.521,0.470,0.355,0.211,0.318,0.000,0.000,0.476,0.345,0.249,0.253,0.338,0.263,0.835,0.832,0.668,0.000,0.000,0.000,0.165,0.722,0.277,0.114,0.480,0.232,0.440,0.000,0.000,0.000,0.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.343,0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.321,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,4800,60.000,2642,33.025,33.050,0.550,0.551,0.625,0.636,0.344,0.471,0.450,0.449,0.000,0.000,0.037,0.002,0.005,0.005,0.192,0.804,0.955,0.365,0.000,0.000,0.000,0.196,0.551,0.331,0.045,0.013,0.000,0.638,0.000,0.000,0.000,0.005,0.000,0.001,0.003,6.000,0.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,0.350,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-alternatives-strategic,Default pass + strategic policy tournament,4800,60.000,2643,33.038,33.050,0.551,0.551,0.623,0.636,0.343,0.470,0.449,0.449,0.000,0.000,0.042,0.002,0.005,0.005,0.192,0.802,0.955,0.366,0.000,0.000,0.000,0.198,0.551,0.331,0.045,0.013,0.000,0.637,0.000,0.000,0.000,0.005,0.000,0.001,0.003,10.000,0.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.112,0.350,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,4800,60.000,2710,33.875,60.000,0.565,1.000,0.507,0.517,0.286,0.128,0.435,0.000,0.000,0.500,0.424,0.261,0.370,0.536,0.241,0.807,0.853,0.535,0.000,0.000,0.000,0.193,0.000,0.000,0.154,0.455,0.000,0.408,0.000,0.000,0.000,0.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.369,0.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.292,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-proportional,Default pass + proportional party challenge vouchers,4800,60.000,2767,34.588,60.000,0.576,1.000,0.504,0.509,0.291,0.122,0.424,0.000,0.000,0.498,0.429,0.263,0.388,0.550,0.243,0.805,0.824,0.550,0.000,0.000,0.000,0.195,0.000,0.000,0.158,0.479,0.000,0.400,0.000,0.000,0.000,0.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.368,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.293,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-minority-bonus,Default pass + minority-bonus challenge vouchers,4800,60.000,2460,30.750,60.000,0.513,1.000,0.512,0.528,0.263,0.138,0.488,0.000,0.000,0.563,0.400,0.301,0.318,0.511,0.237,0.807,0.843,0.522,0.000,0.000,0.000,0.193,0.000,0.000,0.146,0.369,0.000,0.420,0.000,0.000,0.000,0.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.312,0.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.270,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-supermajority,Default pass + challenge to 60 percent vote,4800,60.000,2450,30.625,60.000,0.510,1.000,0.501,0.504,0.256,0.124,0.490,0.000,0.000,0.500,0.473,0.382,0.340,0.547,0.243,0.807,0.740,0.550,0.000,0.000,0.000,0.193,0.000,0.000,0.161,0.429,0.000,0.392,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.257,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-committee,Default pass + challenge to committee review,4800,60.000,2596,32.450,35.275,0.541,0.588,0.504,0.511,0.273,0.126,0.459,0.000,0.412,0.500,0.446,0.315,0.355,0.538,0.241,0.806,0.816,0.541,0.000,0.000,0.000,0.194,0.000,0.000,0.157,0.443,0.000,0.401,0.000,0.000,0.000,0.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.373,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.109,0.277,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-info-active,Default pass + challenge to info + active vote,4800,60.000,2698,33.725,60.000,0.562,1.000,0.504,0.515,0.283,0.126,0.438,0.000,0.000,0.500,0.433,0.239,0.372,0.544,0.244,0.810,0.848,0.543,0.000,0.000,0.000,0.190,0.000,0.000,0.155,0.459,0.000,0.402,0.000,0.000,0.000,0.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.371,0.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.290,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track,Default pass + adaptive tracks,4800,60.000,1889,23.613,54.250,0.394,0.904,0.545,0.618,0.215,0.173,0.606,0.095,0.001,0.000,0.281,0.214,0.195,0.401,0.187,0.798,0.908,0.338,0.000,0.000,0.000,0.202,0.000,0.000,0.095,0.188,0.000,0.528,0.000,0.000,0.000,0.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.298,0.606,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.243,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track-lenient,Default pass + adaptive tracks lenient,4800,60.000,2557,31.963,58.838,0.533,0.981,0.533,0.575,0.284,0.144,0.467,0.019,0.000,0.000,0.367,0.100,0.310,0.472,0.203,0.809,0.963,0.393,0.000,0.000,0.000,0.191,0.000,0.000,0.115,0.316,0.000,0.485,0.000,0.000,0.000,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.521,0.460,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.306,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track-strict,Default pass + adaptive tracks strict,4800,60.000,1147,14.338,42.775,0.239,0.713,0.572,0.665,0.137,0.227,0.761,0.269,0.018,0.000,0.089,0.434,0.095,0.319,0.184,0.794,0.732,0.333,0.000,0.000,0.000,0.206,0.000,0.000,0.074,0.078,0.000,0.582,0.000,0.000,0.000,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.615,0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.103,0.159,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track-citizen-high-risk,Default pass + adaptive tracks + citizen high-risk,4800,60.000,1846,23.075,60.000,0.385,1.000,0.547,0.618,0.210,0.173,0.615,0.000,0.000,0.000,0.277,0.220,0.189,0.395,0.185,0.795,0.906,0.339,0.000,0.000,0.000,0.205,0.000,0.000,0.093,0.183,0.000,0.532,0.000,0.000,0.000,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.002,0.258,0.000,0.000,0.000,0.296,0.609,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.238,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track-supermajority-high-risk,Default pass + adaptive tracks + supermajority high-risk,4800,60.000,1837,22.963,60.000,0.383,1.000,0.549,0.620,0.210,0.177,0.617,0.000,0.000,0.000,0.283,0.218,0.183,0.383,0.183,0.796,0.903,0.335,0.000,0.000,0.000,0.204,0.000,0.000,0.089,0.160,0.000,0.535,0.000,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.299,0.603,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.237,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-law-registry,Default pass + law registry,4800,60.000,4080,51.000,60.000,0.850,1.000,0.533,0.490,0.453,0.126,0.150,0.000,0.000,0.000,0.427,0.027,0.830,0.614,0.253,0.792,0.992,0.585,0.000,0.000,0.000,0.208,0.000,0.000,0.168,0.765,0.000,0.390,0.572,0.539,5.116,0.830,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.416,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-law-registry-fast-review,Default pass + law registry fast review,4800,60.000,4095,51.188,60.000,0.853,1.000,0.536,0.490,0.457,0.128,0.147,0.000,0.000,0.000,0.424,0.026,0.836,0.606,0.252,0.790,0.997,0.579,0.000,0.000,0.000,0.210,0.000,0.000,0.168,0.779,0.000,0.390,0.617,0.323,2.073,0.836,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.418,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-law-registry-slow-review,Default pass + law registry slow partial review,4800,60.000,4042,50.525,60.000,0.842,1.000,0.527,0.493,0.444,0.119,0.158,0.000,0.000,0.000,0.458,0.025,0.782,0.626,0.252,0.794,0.990,0.575,0.000,0.000,0.000,0.206,0.000,0.000,0.166,0.757,0.000,0.391,0.550,0.645,8.096,0.782,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.415,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cost,Default pass + proposal costs,4800,60.000,2297,28.713,30.325,0.479,0.505,0.503,0.469,0.241,0.033,0.521,0.495,0.000,0.000,0.515,0.492,0.592,1.126,0.270,0.790,0.457,0.637,0.000,0.000,0.000,0.210,0.000,0.000,0.181,0.482,0.000,0.363,0.000,0.000,0.000,0.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.119,0.225,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cost-public-waiver,Default pass + proposal costs + public waiver,4800,60.000,2593,32.413,34.388,0.540,0.573,0.514,0.493,0.278,0.052,0.460,0.427,0.000,0.000,0.496,0.328,0.614,1.019,0.248,0.790,0.638,0.569,0.000,0.000,0.000,0.210,0.000,0.000,0.167,0.516,0.000,0.392,0.000,0.000,0.000,0.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,0.266,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cost-lobby-surcharge,Default pass + lobby-surcharge proposal costs,4800,60.000,2533,31.663,33.775,0.528,0.563,0.517,0.523,0.273,0.068,0.472,0.437,0.000,0.000,0.491,0.282,0.564,0.951,0.186,0.790,0.861,0.385,0.000,0.000,0.000,0.210,0.000,0.000,0.148,0.394,0.000,0.416,0.000,0.000,0.000,0.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.122,0.276,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-member-quota,Default pass + member proposal quota,4800,60.000,3940,49.250,59.563,0.821,0.993,0.519,0.495,0.426,0.101,0.179,0.007,0.000,0.000,0.480,0.044,0.668,0.681,0.251,0.801,0.982,0.573,0.000,0.000,0.000,0.199,0.000,0.000,0.164,0.725,0.000,0.391,0.000,0.000,0.000,0.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.407,0,0
