historical_scan_rank,current_olrc_scan_rank,triage_rank,source_scan_rank,lineage_review_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,pre_edition,post_edition,pre_olrc_granule_id,pre_olrc_url,pre_fetch_status,pre_http_status,pre_text_sha256,pre_text_bytes,pre_public_law_reference_hits,post_olrc_granule_id,post_olrc_url,post_fetch_status,post_http_status,post_text_sha256,post_text_bytes,post_public_law_reference_hits,annual_text_hash_status,annual_public_law_window_status,historical_review_status,lineage_evidence_status,evidence_layers,missing_links,source_review_notes,claim_boundary
71,118,118,11,11,117-s-3580,117-146,2022-06-16,46 USC 41104,title_code_section_phrase,46,41104,2021,2022,USC-2021-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41104,official_olrc_annual_section_page_fetched,200,b4a8269451f875df63a8346b62f80520b36f71ed96300b1fc4c720b4b2359ac0,154862,0,USC-2022-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41104,official_olrc_annual_section_page_fetched,200,dfd302cb2dadacbb00c82f85773489e7fbbb1075b1edc1ea047108a90eb5d6fe,163899,8,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
72,119,119,11,11,117-s-3580,117-146,2022-06-16,46 USC 41104 note,direct_us_code_reference,46,41104,2021,2022,USC-2021-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41104,official_olrc_annual_section_page_fetched,200,b4a8269451f875df63a8346b62f80520b36f71ed96300b1fc4c720b4b2359ac0,154862,0,USC-2022-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41104,official_olrc_annual_section_page_fetched,200,dfd302cb2dadacbb00c82f85773489e7fbbb1075b1edc1ea047108a90eb5d6fe,163899,8,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
73,120,120,11,11,117-s-3580,117-146,2022-06-16,46 USC 41104(a)(3),title_code_section_phrase,46,41104,2021,2022,USC-2021-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41104,official_olrc_annual_section_page_fetched,200,b4a8269451f875df63a8346b62f80520b36f71ed96300b1fc4c720b4b2359ac0,154862,0,USC-2022-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41104,official_olrc_annual_section_page_fetched,200,dfd302cb2dadacbb00c82f85773489e7fbbb1075b1edc1ea047108a90eb5d6fe,163899,8,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
74,121,121,11,11,117-s-3580,117-146,2022-06-16,46 USC 41110 note,direct_us_code_reference,46,41110,2021,2022,USC-2021-title46-section41110,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41110,official_olrc_annual_section_page_fetched,200,9dc2281b003feba7c8322a628740daf66def0c00c6cf4517a91760e3871a33f7,4173,0,USC-2022-title46-section41110,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41110,official_olrc_annual_section_page_fetched,200,1c9bc875dd83c0b69ad1010456819c1cebe41229740fa84cffd3a717c5f3f8a4,143739,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
75,122,122,11,11,117-s-3580,117-146,2022-06-16,46 USC 46106,title_code_section_phrase,46,46106,2021,2022,USC-2021-title46-section46106,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section46106,official_olrc_annual_section_page_fetched,200,b0f751ed67d100f5f7dcc09996f37698f8c1be4adcdad0b92e0bba6ddf34821c,148989,0,USC-2022-title46-section46106,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section46106,official_olrc_annual_section_page_fetched,200,ced0730ec10e9860dfeb460d243eb118fc27e23e0d866ecb51884b4ce92eb5d7,153871,4,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
76,124,124,12,12,117-s-1941,117-219,2022-12-05,31 USC 6102 note,direct_us_code_reference,31,6102,2021,2022,USC-2021-title31-section6102,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6102,official_olrc_annual_section_page_fetched,200,b8475315436ae8e6b4cb1fc6622d9f03781f6c86360ce528997b12a16bdc84ac,156447,0,USC-2022-title31-section6102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6102,official_olrc_annual_section_page_fetched,200,a6d3bd451b276c8ae4529135f818e614d8583ed56738e349bc112ce8228058cd,165898,18,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
77,125,125,12,12,117-s-1941,117-219,2022-12-05,31 USC 6309,direct_us_code_reference,31,6309,2021,2022,USC-2021-title31-section6309,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6309,official_olrc_annual_section_page_fetched,200,4d9e9f8d3c824f778e232bd58511e75dee431049afd2580f61809108e53199a1,4177,0,USC-2022-title31-section6309,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6309,official_olrc_annual_section_page_fetched,200,e03b2d7fb2ee60f829dc89204152f54adb6bb1a9b56afebc92a6a57075402f49,144426,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
78,126,126,12,12,117-s-1941,117-219,2022-12-05,31 USC 6101 note,direct_us_code_reference,31,6101,2021,2022,USC-2021-title31-section6101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6101,official_olrc_annual_section_page_fetched,200,e65003fb6f48647d989cced54a64b5bd20cc3081289c7b2e9c4bf968f3a7a887,230235,0,USC-2022-title31-section6101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6101,official_olrc_annual_section_page_fetched,200,259d4aa2b277c8df00d50f73f7d3dfdfc401550217982bd0fba1acb594c563fe,224016,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
79,127,127,12,12,117-s-1941,117-219,2022-12-05,31 USC 6102(a)(2),title_code_section_phrase,31,6102,2021,2022,USC-2021-title31-section6102,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6102,official_olrc_annual_section_page_fetched,200,b8475315436ae8e6b4cb1fc6622d9f03781f6c86360ce528997b12a16bdc84ac,156447,0,USC-2022-title31-section6102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6102,official_olrc_annual_section_page_fetched,200,a6d3bd451b276c8ae4529135f818e614d8583ed56738e349bc112ce8228058cd,165898,18,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
80,129,129,12,12,117-s-1941,117-219,2022-12-05,44 USC 3504(e),title_code_section_phrase,44,3504,2021,2022,USC-2021-title44-section3504,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title44-section3504,official_olrc_annual_section_page_fetched,200,2ea7910afad857a665d0d7edf8f58ac13b2b7afc88c2832cd73d8d3df38124a6,196628,0,USC-2022-title44-section3504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title44-section3504,official_olrc_annual_section_page_fetched,200,f93b6cdb748ac880ab1b4820a50ffc4fc54dbcc0af2751aeca8878ff523a88b6,199904,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
81,131,131,13,13,117-hr-7352,117-166,2022-08-05,15 USC 631 note,direct_us_code_reference,15,631,2021,2022,USC-2021-title15-section631,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section631,official_olrc_annual_section_page_fetched,200,f36ba25ea1f80e44fe34e22cab720073e52883dc5c8d0568276891b650aad5bf,424289,0,USC-2022-title15-section631,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section631,official_olrc_annual_section_page_fetched,200,d66aa0fa926da651f7b0ead04846e2144d42a818381797dbf3eeade7d6bcab75,426672,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
82,132,132,13,13,117-hr-7352,117-166,2022-08-05,15 USC 636(a)(36),direct_us_code_reference,15,636,2021,2022,USC-2021-title15-section636,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section636,official_olrc_annual_section_page_fetched,200,156fc5086cf973fcb89b5c7e708de9de62373fa1429be4fdccfa479002b6742f,971529,0,USC-2022-title15-section636,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section636,official_olrc_annual_section_page_fetched,200,8dcc4c0787e5951c0a1c6392824a7b7a1059114eebbe559f0729a85ea90a82c9,976196,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
83,133,133,13,13,117-hr-7352,117-166,2022-08-05,15 USC 636(a)(37),direct_us_code_reference,15,636,2021,2022,USC-2021-title15-section636,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section636,official_olrc_annual_section_page_fetched,200,156fc5086cf973fcb89b5c7e708de9de62373fa1429be4fdccfa479002b6742f,971529,0,USC-2022-title15-section636,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section636,official_olrc_annual_section_page_fetched,200,8dcc4c0787e5951c0a1c6392824a7b7a1059114eebbe559f0729a85ea90a82c9,976196,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
